Address,Type,Return,Description,Progress
$83CA0D,Code,RTS,,
$83CA2A,Code,RTS,,
$83CA44,Code,RTS,,
$83CAAE,Code,RTS,,
$83CB78,Code,RTL,,
$83CBB6,Code,RTL,,
$83CBC9,Code,RTL,,
$83CC0F,Code,RTS,,
$83CC20,Code,RTS,,
$83CC44,Code,RTS,,
$83CCCC,Code,RTS,,
$83CCD9,Code,RTS,,
$83CD0F,Code,RTS,,
$83CD2D,Code,RTS,,
$83CD37,Code,RTS,,
$83CD56,Code,RTL,,
$83CD69,Code,RTL,,
$83CDA4,Code,RTL,,
$83CDD6,Code,RTL,,
$83CE07,Code,RTL,,
$83CE22,Code,RTL,,
$83CE53,Code,RTL,,
$83CE65,Code,RTL,,
$83CE8A,Code,RTL,,
$83CEAF,Code,RTL,,
$83CED4,Code,RTS,,
$83CF40,Code,RTS,,
$83CF4F,Code,RTS,,
$83CF5E,Code,RTS,,
$83CF76,Code,RTS,,
$83CF86,Code,RTL,,
$83CF92,Code,RTL,,
$83CFC8,Code,RTL,,
$83CFE4,Code,RTS,,
$83D0B7,Code,RTS,,
$83D165,Code,RTL,,
$83D186,Code,RTL,,
$83D1C9,Code,RTL,,
$83D1D6,Code,RTL,,
$83D1E5,Code,RTL,,
$83D1EA,Code,RTL,,
$83D212,Code,RTL,,
$83D22E,Code,RTL,,
$83D23E,Code,RTL,,
$83D24E,Code,RTL,,
$83D25D,Code,RTL,,
$83D271,Code,RTL,,
$83D284,Code,RTL,,
$83D2AA,Code,RTL,,
$83D2CA,Code,RTL,,
$83D2E8,Code,RTL,,
$83D301,Code,RTL,,
$83D314,Code,RTL,,
$83D32B,Code,RTL,,
$83D342,Code,RTL,,
$83D359,Code,RTL,,
$83D370,Code,RTL,,
$83D387,Code,RTL,,
$83D3B8,Code,RTL,,
$83D3CA,Code,RTL,,
$83D44B,Code,RTL,,
$83D46C,Code,RTL,,
$83D496,Code,RTL,,
$83D4E2,Code,RTL,,
$83D4FB,Code,RTL,,
$83D560,Code,RTS,,
$83D56D,Code,RTL,,
$83D57E,Code,RTL,,
$83D5DE,Code,RTL,,
$83D626,Code,RTL,,
$83D88D,Code,RTL,,
$83D8AE,Code,RTS,,
$83DA83,Code,RTS,,
$83DB41,Code,RTL,,
$83DBCF,Code,RTS,,
$83DC10,Code,RTL,,
$83DC53,Code,RTS,,
$83DC59,Code,RTS,,
$83DCA8,Code,RTL,,
$83DF2B,Code,RTS,,
$83E067,Code,RTS,,
$83E183,Code,RTS,,
$83E1A9,Code,RTS,,
$83E1B6,Code,RTS,,
$83E34F,Code,RTS,,
$83E358,Code,RTS,,
$83E4B7,Code,RTS,,
$83E4D5,Code,RTS,,
$83E8CA,Code,RTS,,
$83E909,Code,RTS,,
$83E949,Code,RTS,,
$83E98A,Code,RTS,,
$83E9CD,Code,RTS,,
$83E9DF,Code,RTS,,
$83EA10,Code,RTS,,
$83EA17,Code,RTS,,
$83EA1E,Code,RTS,,
$83EC11,Code,RTS,,
$83EC1A,Code,RTS,,
$83EF0B,Code,RTL,,
$83EFAB,Code,RTL,,
$83F036,Code,RTS,,
$83F038,Code,RTS,,
$83F070,Code,RTL,,
$83F09F,Code,RTL,,
$83F111,Code,RTL,,
$83F144,Code,RTL,,
$83F191,Code,RTS,,
$83F1F9,Code,RTS,,
$83F231,Code,RTS,,
$83F267,Code,RTS,,
$83F281,Code,RTL,,
$83F31D,Code,RTL,,
$83F3C8,Code,RTL,,
$83F44A,Code,RTL,,
$83F4F2,Code,RTL,,
$83F566,Code,RTL,,
$83F5FC,Code,RTS,,
$83F634,Code,RTS,,
$83F66B,Code,RTL,,
$83F736,Code,RTS,,
$83F758,Code,RTL,,
$83F804,Code,RTS,,
$83F82B,Code,RTL,,
$83F855,Code,RTL,,
$83F88D,Code,RTL,,
$83F8CF,Code,RTL,,
$83F9AD,Code,RTS,,
$83FA13,Code,RTL,,
$83FB0B,Code,RTS,,
$83FB19,Code,RTL,,
$83FD72,Code,RTL,,
$83FD79,Code,RTL,,
$83FD80,Code,RTL,,
$83FE56,Code,RTL,,
$848000,Code,RTL,,
$84801F,Code,RTL,,
$848028,Code,RTL,,
$8481F8,Code,RTS,,
$848209,Code,RTL,,
$848210,Code,RTS,,
$848230,Code,RTL,,
$84827B,Code,RTL,,
$8482D4,Code,RTL,,
$8482D5,Code,RTL,,
$8482E4,Code,RTL,,
$848311,Code,RTL,,
$84836B,Code,RTL,,
$848398,Code,RTL,,
$8483B4,Code,RTL,,
$8483B9,Code,RTL,,
$848519,Code,RTL,,
$84861A,Code,RTL,,
$848624,Code,RTL,,
$848629,Code,RTL,,
$848655,Code,RTL,,
$848686,Code,RTS,,
$84876A,Code,RTS,,
$8489B4,Code,RTS,,
$848A46,Code,RTS,,
$848B6C,Code,RTL,,
$8497F3,Code,RTL,,
$849A25,Code,RTS,,
$849A42,Code,RTS,,
$849A5E,Code,RTS,,
$849A82,Code,RTL,,
$849E40,Code,RTS,,
$849E69,Code,RTS,,
$849E9F,Code,RTS,,
$849EC6,Code,RTS,,
$849F9A,Code,RTS,,
$849FC3,Code,RTS,,
$849FE6,Code,RTS,,
$849FFD,Code,RTS,,
$84A059,Code,RTS,,
$84A08B,Code,RTS,,
$84A0CD,Code,RTS,,
$84A11F,Code,RTS,,
$84A135,Code,RTS,,
$84A199,Code,RTS,,
$84A1B0,Code,RTS,,
$84A1D8,Code,RTL,,
$84A1E6,Code,RTL,,
$84A1ED,Code,RTL,,
$84A2E9,Code,RTL,,
$84A453,Code,RTS,,
$84A4BE,Code,RTS,,
$84A4D7,Code,RTS,,
$84A4EC,Code,RTS,,
$84A575,Code,RTL,,
$84A579,Code,RTS,,
$84A5B0,Code,RTL,,
$84A5B4,Code,RTS,,
$84A662,Code,RTS,,
$84A67B,Code,RTS,,
$84A69A,Code,RTL,,
$84A69E,Code,RTS,,
$84A707,Code,RTS,,
$84A761,Code,RTS,,
$84A7DE,Code,RTS,,
$84A7EF,Code,RTS,,
$84A81D,Code,RTS,,
$84A855,Code,RTS,,
$84BAB6,Code,RTL,,
$84BACC,Code,RTL,,
$84BAE2,Code,RTL,,
$84BB14,Code,RTL,,
$84BB25,Code,RTS,,
$84BB7B,Code,RTS,,
$84BB83,Code,RTL,,
$84BBA3,Code,RTS,,
$84BBA3,Code,RTS,,
$84BBA3,Code,RTS,,
$84BBB0,Code,RTL,Transfer data blocks to the SPC from a ROM table,
$84BC83,Code,RTS,,
$84BCBA,Code,RTS,,
$84BD41,Code,RTS,,
$84BD78,Code,RTS,,
$84BDB5,Code,RTL,Decompress a block into WRAM buffer,
$84BDDF,Code,RTS,"Initialize decompression state (window, pointers, etc.)",
$84BDF8,Code,RTS,,
$84BDFA,Code,RTS,,
$84BE42,Code,RTL,,
$84BE74,Code,RTS,,
$84BE82,Code,RTS,,
$84BE8D,Code,RTS,,
$84BE9B,Code,RTS,,
$84BEA1,Code,RTS,,
$84BFF4,Code,RTL,,
$84C0ED,Code,RTS,,
$84C101,Code,RTS,,
$84C19A,Code,RTS,,
$84C1A4,Code,RTS,,
$84C1AD,Code,RTS,,
$84C1B2,Code,RTS,,
$84C1D0,Code,RTS,,
$84C1EB,Code,RTS,,
$84C201,Code,RTS,,
$84C211,Code,RTS,,
$84C231,Code,RTL,Perform decompression,
$84C26F,Code,RTS,Read next decompression opcode,
$84C365,Code,RTS,,
$84C386,Code,RTS,,
$84C390,Code,RTS,,
$84C3FC,Code,RTS,,
$84C466,Code,RTS,,
$84C4F3,Code,RTS,,
$84C523,Code,RTL,handle_sound,
$84C579,Code,RTL,,
$84C591,Code,RTL,,
$84C594,Code,RTL,push_sound_queue,
$84C5BB,Code,RTL,,
$84C5C9,Code,RTL,,
$84C604,Code,RTL,,
$84C64E,Code,RTL,,
$84C6D5,Code,RTL,,
$84C71C,Code,RTS,,
$84C769,Code,RTS,,
$84C7A3,Code,RTS,,
$84C7DD,Code,RTL,,
$84C82A,Code,RTS,,
$84C880,Code,RTS,,
$84C980,Code,RTS,Decompress and send block to APU,
$84C9AF,Code,RTS,write_apuio0_sync_dp,
$84C9B1,Code,RTS,write_apuio0_sync,
$84C9BA,Code,RTS,write_0xcc_to_apuio1_sync,
$84C9BC,Code,RTS,write_apuio1_sync,
$84CA11,Code,RTL,,
$84CA26,Code,RTL,,
$84CA95,Code,RTL,,
$84CB38,Code,RTL,,
$84CBE7,Code,RTL,,
$84CC6D,Code,RTL,,
$84CC9B,Code,RTL,,
$84CCF3,Code,RTL,,
$84CD20,Code,RTL,,
$84CDB7,Code,RTS,,
$84CE30,Code,RTL,,
$84CEE7,Code,RTL,,
$84CF24,Code,RTL,,
$84CF9D,Code,RTL,,
$84CFF0,Code,RTL,,
$84CFFA,Code,RTL,,
$84D00C,Code,RTL,,
$84D1C9,Code,RTL,,
$84D2C2,Code,RTL,,
$84D2CC,Code,RTL,,
$84D2D0,Code,RTS,,
$84D2E8,Code,RTL,,
$84D345,Code,RTS,,
$84D35D,Code,RTL,,
$84D360,Code,RTL,,
$84D363,Code,RTL,,
$84D3B0,Code,RTL,,
$84D3BA,Code,RTL,,
$84D3C4,Code,RTL,,
$84D3CE,Code,RTL,,
$84D3DB,Code,RTL,,
$84D3EB,Code,RTL,,
$84D40B,Code,RTL,,
$84D41F,Code,RTL,,
$84D45B,Code,RTL,,
$84D480,Code,RTL,,
$84D4B4,Code,RTL,,
$84D4B6,Code,RTL,,
$84D522,Code,RTL,,
$84D56C,Code,RTL,,
$84D5C0,Code,RTL,,
$84D5CC,Code,RTL,,
$84D5CE,Code,RTL,,
$84D5D3,Code,RTL,,
$84D5DC,Code,RTL,,
$84D5FB,Code,RTL,,
$84D607,Code,RTL,,
$84D610,Code,RTL,,
$84D619,Code,RTL,,
$84D62B,Code,RTL,,
$84D791,Code,RTS,,
$84D7A1,Code,RTL,,
$84D7AD,Code,RTL,,
$84D7AF,Code,RTL,,
$84D7E9,Code,RTL,,
$84D7FB,Code,RTL,,
$84DA7E,Code,RTS,,
$84DA8E,Code,RTL,,
$84DA9A,Code,RTL,,
$84DA9C,Code,RTL,,
$84DAA6,Code,RTL,,
$84DB0C,Code,RTL,,
$84DB6D,Code,RTL,,
$84DB7F,Code,RTL,,
$84DD2A,Code,RTL,,
$84DD36,Code,RTL,,
$84DD38,Code,RTL,,
$84DD9A,Code,RTL,,
$84DDED,Code,RTL,,
$84DF06,Code,RTS,,
$84DF08,Code,RTS,,
$84DF25,Code,RTS,,
$84E213,Code,RTL,,
$84E224,Code,RTL,,
$84E23B,Code,RTS,,
$84E24E,Code,RTS,,
$84E6AF,Code,RTS,,
$84E8EB,Code,RTS,,
$84E993,Code,RTL,,
$84EA66,Code,RTL,,
$84ECB2,Code,RTL,,
$84ECC0,Code,RTL,,
$84F1BE,Code,RTL,,
$84F1C1,Code,RTL,,
$84F1D5,Code,RTL,,
$84F1E8,Code,RTL,,
$84F206,Code,RTL,,
$84F20D,Code,RTL,,
$84F21B,Code,RTL,,
$84F230,Code,RTL,,
$84F25A,Code,RTL,,
$84F26F,Code,RTL,,
$858000,Code,RTL,,
$8580C3,Code,RTS,,
$8580EB,Code,RTL,,
$8580EE,Code,RTL,,
$8580F7,Code,RTL,,
$858166,Code,RTL,,
$85817B,Code,RTL,,
$858199,Code,RTL,,
$858213,Code,RTL,,
$85824D,Code,RTL,,
$858252,Code,RTL,,
$858256,Code,RTL,,
$858259,Code,RTL,,
$85830E,Code,RTS,,
$858451,Code,RTS,,
$858460,Code,RTS,,
$858470,Code,RTS,,
$8584C0,Code,RTS,,
$8584E1,Code,RTL,,
$858581,Code,RTS,,
$85858F,Code,RTL,,
$85859C,Code,RTL,,
$8585D2,Code,RTS,,
$8585EF,Code,RTS,,
$858604,Code,RTS,,
$85863D,Code,RTS,,
$858733,Code,RTS,,
$85874C,Code,RTS,,
$85884C,Code,RTS,,
$85884E,Code,RTS,,
$85885D,Code,RTS,,
$858904,Code,RTS,,
$858923,Code,RTS,,
$858985,Code,RTS,,
$8589A9,Code,RTS,,
$8589E7,Code,RTL,,
$858A24,Code,RTL,,
$858A42,Code,RTL,,
$858A65,Code,RTL,,
$858A98,Code,RTL,,
$858AF1,Code,RTL,,
$858B01,Code,RTL,,
$858B18,Code,RTL,,
$858B3B,Code,RTL,,
$858B4E,Code,RTL,,
$858B64,Code,RTL,,
$858B70,Code,RTL,,
$858BB9,Code,RTL,,
$858BFC,Code,RTL,,
$858C03,Code,RTS,,
$858C48,Code,RTL,,
$858C52,Code,RTS,,
$858C63,Code,RTS,,
$858C78,Code,RTS,,
$858C96,Code,RTL,,
$858D18,Code,RTS,,
$858D2C,Code,RTS,,
$858DD9,Code,RTS,,
$858DED,Code,RTS,,
$858F4D,Code,RTS,,
$858FF0,Code,RTS,,
$858FF3,Code,RTS,,
$858FFC,Code,RTS,,
$859007,Code,RTL,,
$859073,Code,RTL,,
$859086,Code,RTL,,
$8590A4,Code,RTL,,
$8590F7,Code,RTL,,
$859133,Code,RTL,,
$85915F,Code,RTL,,
$859FAC,Code,RTL,,
$85A098,Code,RTS,,
$85A249,Code,RTS,,
$85A265,Code,RTL,,
$85A33F,Code,RTL,,
$85A348,Code,RTL,,
$85A37F,Code,RTL,,
$85A450,Code,RTS,,
$85A4BD,Code,RTL,,
$85A589,Code,RTL,,
$85A5A7,Code,RTL,,
$85A5C4,Code,RTL,,
$85A5CA,Code,RTL,,
$85A5D0,Code,RTL,,
$85A5F2,Code,RTL,,
$85A603,Code,RTL,,
$85A607,Code,RTL,,
$85A60F,Code,RTL,,
$85A61D,Code,RTL,,
$85A62E,Code,RTL,,
$85A63A,Code,RTL,,
$85A646,Code,RTL,,
$85A66C,Code,RTL,,
$85A671,Code,RTL,,
$85A695,Code,RTL,,
$85A6AC,Code,RTL,,
$85A6B4,Code,RTL,,
$85A711,Code,RTL,,
$85A71F,Code,RTL,,
$85A845,Code,RTL,,
$85A84D,Code,RTL,,
$85A893,Code,RTL,,
$85A89B,Code,RTL,,
$85A8C3,Code,RTL,,
$85A8CE,Code,RTL,,
$85A8D6,Code,RTL,,
$85A8DE,Code,RTL,,
$85A8E6,Code,RTL,,
$85A8F4,Code,RTL,,
$85A927,Code,RTL,,
$85A939,Code,RTL,,
$85A940,Code,RTL,,
$85A958,Code,RTL,,
$85A986,Code,RTL,,
$85A989,Code,RTL,,
$85A9A7,Code,RTL,,
$85A9AF,Code,RTL,,
$85A9B7,Code,RTL,,
$85A9BF,Code,RTL,,
$85A9C7,Code,RTL,,
$85A9D1,Code,RTL,,
$85A9DB,Code,RTL,,
$85A9E5,Code,RTL,,
$85A9EF,Code,RTL,,
$85A9F7,Code,RTL,,
$85A9FF,Code,RTL,,
$85AA07,Code,RTL,,
$85AA0F,Code,RTL,,
$85AAA5,Code,RTL,,
$85AAB6,Code,RTL,,
$85AAC6,Code,RTL,,
$85AAD6,Code,RTL,,
$85AAE9,Code,RTL,,
$85AAFC,Code,RTL,,
$85AB0B,Code,RTL,,
$85AB1D,Code,RTL,,
$85AB2B,Code,RTL,,
$85AB39,Code,RTL,,
$85AB40,Code,RTL,,
$85AB47,Code,RTL,,
$85AB99,Code,RTL,,
$85ABAD,Code,RTL,,
$85ABBB,Code,RTL,,
$85ABC2,Code,RTL,,
$85ABD5,Code,RTL,,
$85ABE7,Code,RTL,,
$85ABF5,Code,RTL,,
$85AC07,Code,RTL,,
$85AC15,Code,RTL,,
$85AC28,Code,RTL,,
$85AC3A,Code,RTL,,
$85AC48,Code,RTL,,
$85AC4F,Code,RTL,,
$85AC74,Code,RTL,,
$85AC7C,Code,RTL,,
$85AC8E,Code,RTL,,
$85AC9C,Code,RTL,,
$85ACA9,Code,RTL,,
$85AD23,Code,RTL,,
$85AD36,Code,RTL,,
$85AD48,Code,RTL,,
$85AD50,Code,RTL,,
$85AD62,Code,RTL,,
$85AD8B,Code,RTL,,
$85ADED,Code,RTL,,
$85AE1F,Code,RTL,,
$85AEE0,Code,RTL,,
$85AF49,Code,RTL,,
$85AFA9,Code,RTL,,
$85AFDF,Code,RTL,,
$85B00E,Code,RTL,,
$85B016,Code,RTL,,
$85B01E,Code,RTL,,
$85B02A,Code,RTL,,
$85B047,Code,RTL,,
$85B056,Code,RTL,,
$85B065,Code,RTL,,
$85B0C9,Code,RTL,,
$85B0D3,Code,RTL,,
$85B0DA,Code,RTL,,
$85B1C4,Code,RTL,,
$85B20C,Code,RTL,,
$85B216,Code,RTL,,
$85B225,Code,RTL,,
$85B24B,Code,RTL,,
$85B273,Code,RTL,,
$85B27E,Code,RTL,,
$85B28B,Code,RTL,,
$85B291,Code,RTL,,
$85B2B2,Code,RTL,,
$85B2BE,Code,RTL,,
$85B2EC,Code,RTL,,
$85B31E,Code,RTL,,
$85B33C,Code,RTL,,
$85B373,Code,RTL,,
$85B3A9,Code,RTL,,
$85B3C0,Code,RTL,,
$85B3DA,Code,RTL,,
$85B3F7,Code,RTL,,
$85B407,Code,RTL,,
$85B430,Code,RTL,,
$85B45C,Code,RTL,,
$85B46F,Code,RTL,,
$85B482,Code,RTL,,
$85B4B4,Code,RTL,,
$85B4E0,Code,RTL,,
$85B50F,Code,RTL,,
$85B51A,Code,RTL,,
$85B528,Code,RTL,,
$85B536,Code,RTL,,
$85B544,Code,RTL,,
$85B67E,Code,RTL,,
$85B6F7,Code,RTL,,
$85BAA5,Code,RTL,,
$85C18C,Code,RTS,,
$85C1BE,Code,RTS,,
$85CEEF,Code,RTL,,
$85CF3C,Code,RTL,,
$85D761,Code,RTL,,
$85DEA6,Code,RTS,,
$85E05F,Code,RTL,,
$85E07F,Code,RTS,,
$85E13C,Code,RTL,,
$85E540,Code,RTS,,
$85E5A6,Code,RTS,,
$85E5F8,Code,RTS,,
$85E68C,Code,RTS,,
$85E719,Code,RTS,,
$85ED51,Code,RTL,,
$85EDFB,Code,RTL,,
$85EEA2,Code,RTS,,
$85EF47,Code,RTS,,
$85F04A,Code,RTS,,
$85F124,Code,RTL,,
$85F30A,Code,RTL,,
$85F386,Code,RTL,,
$85F614,Code,RTL,,
$85F741,Code,RTL,,
$85F776,Code,RTS,,
$85F7C9,Code,RTL,,
$85F826,Code,RTS,,
$85F885,Code,RTL,,
$85F8A1,Code,RTL,,
$85F8D7,Code,RTS,,
$85F9C1,Code,RTL,,
$85F9CA,Code,RTL,,
$85F9E6,Code,RTL,,
$85FA02,Code,RTL,,
$85FB04,Code,RTS,,
$85FB55,Code,RTS,,
$85FDDA,Code,RTL,,
$85FDF6,Code,RTL,,
$85FE3A,Code,RTS,,
$868000,Code,RTL,NOP,
$868001,Code,RTL,NOP,
$868002,Code,RTS,,
$868012,Code,RTS,,
$868025,Code,RTL,,
$868040,Code,RTL,,
$86805E,Code,RTL,,
$86807C,Code,RTL,,
$8680A4,Code,RTL,,
$8680B6,Code,RTL,,
$8680E5,Code,RTL,,
$868113,Code,RTL,,
$868123,Code,RTL,,
$86816E,Code,RTL,,
$86818A,Code,RTL,,
$8681C2,Code,RTL,,
$8681FD,Code,RTL,,
$8682B6,Code,RTL,,
$86830F,Code,RTL,,
$86831F,Code,RTL,,
$8684D7,Code,RTL,,
$868517,Code,RTS,,
$86852E,Code,RTS,,
$8685DF,Code,RTL,,
$86864E,Code,RTL,,
$86876B,Code,RTS,,
$8687C1,Code,RTL,,
$868921,Code,RTL,,
$86895C,Code,RTS,,
$868B2B,Code,RTS,,
$868B94,Code,RTL,,
$868C38,Code,RTS,,
$868C3F,Code,RTS,,
$868CA4,Code,RTS,,
$868CC8,Code,RTS,,
$868D0B,Code,RTS,,
$868D1C,Code,RTS,,
$868D23,Code,RTS,,
$868D64,Code,RTS,,
$868DED,Code,RTS,,
$868E02,Code,RTS,,
$868E2B,Code,RTL,,
$868EF7,Code,RTL,,
$868FAE,Code,RTL,,
$868FDF,Code,RTL,,
$869128,Code,RTL,,
$869133,Code,RTS,,
$869211,Code,RTS,,
$869240,Code,RTS,,
$869397,Code,RTL,,
$8693BC,Code,RTL,,
$869410,Code,RTS,,
$86941B,Code,RTL,,
$869452,Code,RTS,,
$869497,Code,RTS,,
$869550,Code,RTL,,
$86957C,Code,RTL,,
$86958B,Code,RTL,,
$8695B7,Code,RTL,,
$8695CE,Code,RTL,,
$8695D1,Code,RTL,,
$8695EE,Code,RTL,,
$8695FD,Code,RTL,,
$869607,Code,RTL,,
$869629,Code,RTL,,
$86963D,Code,RTL,,
$869669,Code,RTL,,
$8696A4,Code,RTL,,
$8696FC,Code,RTL,,
$869703,Code,RTL,,
$869713,Code,RTS,,
$869724,Code,RTL,,
$86972B,Code,RTL,,
$86973B,Code,RTL,,
$869742,Code,RTL,,
$869760,Code,RTS,,
$869778,Code,RTS,,
$86978D,Code,RTL,,
$86979A,Code,RTL,,
$8697D0,Code,RTS,,
$8697FC,Code,RTS,,
$869806,Code,RTS,,
$869881,Code,RTL,,
$8699B9,Code,RTL,,
$869A2A,Code,RTS,,
$869A52,Code,RTL,,
$869BDD,Code,RTL,,
$869D1B,Code,RTL,,
$86A046,Code,RTL,,
$86A095,Code,RTL,,
$86A09C,Code,RTL,,
$86A0ED,Code,RTS,,
$86A12B,Code,RTL,,
$86A162,Code,RTL,,
$86A1C7,Code,RTL,,
$86A20E,Code,RTS,,
$86A253,Code,RTL,,
$86A269,Code,RTL,,
$86A273,Code,RTL,,
$86A38C,Code,RTS,,
$86A3C5,Code,RTS,,
$86A44B,Code,RTL,,
$86A466,Code,RTL,,
$86A4DB,Code,RTL,,
$86A563,Code,RTL,,
$86A58E,Code,RTL,,
$86A59B,Code,RTL,,
$86A59D,Code,RTL,,
$86A5AA,Code,RTL,,
$86A65C,Code,RTL,,
$86A91D,Code,RTL,,
$86A92B,Code,RTL,,
$86A9C1,Code,RTL,,
$86A9D1,Code,RTS,,
$86A9F9,Code,RTL,,
$86AAB3,Code,RTS,,
$86AAC0,Code,RTL,,
$86AAD9,Code,RTS,,
$86AE1D,Code,RTL,,
$86B12E,Code,RTL,,
$86B214,Code,RTL,,
$86B272,Code,RTL,,
$86B29C,Code,RTL,,
$86B2FD,Code,RTL,,
$86B71E,Code,RTL,,
$86B8B7,Code,RTL,,
$86B8BD,Code,RTL,,
$86B94E,Code,RTL,,
$86BAF0,Code,RTL,,
$86BB64,Code,RTL,,
$86BB8C,Code,RTL,,
$86BCD0,Code,RTL,,
$86BD6F,Code,RTL,,
$86C1B0,Code,RTL,,
$86C1D7,Code,RTL,,
$86C1EA,Code,RTS,,
$86C215,Code,RTL,,
$86C21D,Code,RTL,,
$86C225,Code,RTL,,
$86C239,Code,RTL,,
$86C24F,Code,RTL,,
$86C26A,Code,RTL,,
$86C27C,Code,RTL,,
$86C287,Code,RTL,,
$86C292,Code,RTL,,
$86C29D,Code,RTL,,
$86C2E6,Code,RTL,,
$86C2F0,Code,RTS,,
$86C306,Code,RTS,,
$86C319,Code,RTL,,
$86C324,Code,RTL,,
$86C34B,Code,RTL,,
$86C36A,Code,RTL,,
$86C393,Code,RTL,,
$86C3A3,Code,RTL,,
$86C3B0,Code,RTL,,
$86C3BB,Code,RTL,,
$86C3C9,Code,RTL,,
$86C3EE,Code,RTL,,
$86C3F8,Code,RTL,,
$86C407,Code,RTL,,
$86C412,Code,RTL,,
$86C41D,Code,RTL,,
$86C424,Code,RTL,,
$86C42B,Code,RTL,,
$86C432,Code,RTL,,
$86C444,Code,RTL,,
$86C47E,Code,RTL,,
$86C486,Code,RTL,,
$86C489,Code,RTL,,
$86C4A5,Code,RTL,,
$86C4E1,Code,RTL,,
$86C4F1,Code,RTL,,
$86C503,Code,RTL,,
$86C514,Code,RTL,,
$86C526,Code,RTL,,
$86C53B,Code,RTL,,
$86C55C,Code,RTL,,
$86C566,Code,RTL,,
$86C573,Code,RTL,,
$86C57D,Code,RTL,,
$86C582,Code,RTL,,
$86C587,Code,RTL,,
$86C58C,Code,RTL,,
$86C591,Code,RTL,,
$86C596,Code,RTL,,
$86C5AE,Code,RTL,,
$86C63A,Code,RTL,,
$86C63F,Code,RTL,,
$86C668,Code,RTL,,
$86C68A,Code,RTL,,
$86C6A9,Code,RTL,,
$86C70D,Code,RTL,,
$86C71F,Code,RTL,,
$86C759,Code,RTL,,
$86C7A5,Code,RTL,,
$86C7AD,Code,RTL,,
$86C7C4,Code,RTL,,
$86C7D4,Code,RTL,,
$86C7DF,Code,RTL,,
$86C7E7,Code,RTL,,
$86C827,Code,RTL,,
$86C82F,Code,RTL,,
$86C831,Code,RTL,,
$86C849,Code,RTL,,
$86C84F,Code,RTL,,
$86C855,Code,RTL,,
$86C859,Code,RTL,,
$86C85B,Code,RTL,,
$86C870,Code,RTL,,
$86C872,Code,RTL,,
$86C887,Code,RTL,,
$86C899,Code,RTL,,
$86C89E,Code,RTL,,
$86C8AD,Code,RTL,,
$86C908,Code,RTL,,
$86C92B,Code,RTL,,
$86C93C,Code,RTL,,
$86C94D,Code,RTL,,
$86C96E,Code,RTL,,
$86C97C,Code,RTL,,
$86C97F,Code,RTL,,
$86C9A4,Code,RTL,,
$86C9A7,Code,RTL,,
$86C9B6,Code,RTL,,
$86C9C2,Code,RTL,,
$86C9C5,Code,RTL,,
$86C9D4,Code,RTL,,
$86C9DA,Code,RTL,,
$86C9E0,Code,RTL,,
$86CA09,Code,RTL,,
$86CA2D,Code,RTL,,
$86CA36,Code,RTL,,
$86CA57,Code,RTL,,
$86CA7E,Code,RTL,,
$86CA87,Code,RTL,,
$86CADB,Code,RTL,,
$86CAE6,Code,RTL,,
$86CAEE,Code,RTL,,
$86CB11,Code,RTL,,
$86CB2D,Code,RTL,,
$86CB50,Code,RTL,,
$86CB5D,Code,RTL,,
$86CB6A,Code,RTL,,
$86CB71,Code,RTL,,
$86CB7A,Code,RTL,,
$86CB83,Code,RTL,,
$86E311,Code,RTL,,
$86E8C1,Code,RTL,,
$86F188,Code,RTL,,
$86F209,Code,RTL,,
$86F57F,Code,RTL,,
$86F588,Code,RTL,,
$86F5CA,Code,RTL,,
$86F761,Code,RTS,,
$86F881,Code,RTL,,
$86F8C3,Code,RTL,,
$86F912,Code,RTS,,
$86F916,Code,RTS,,
$86F926,Code,RTL,,
$86F95D,Code,RTS,,
$86FAFB,Code,RTS,,
$86FBB6,Code,RTS,,
$86FC21,Code,RTS,,
$86FCE9,Code,RTS,,
$86FD19,Code,RTS,,
$86FDE0,Code,RTS,,
$86FDE9,Code,RTS,,
$86FE69,Code,RTS,,
$86FF64,Code,RTS,,
$86FF75,Code,RTS,,
$86FF7D,Code,RTS,,
$86FF80,Code,RTS,,
$86FFA1,Code,RTS,,
$878000,?,?,,
$87E01A,Code,RTS,,
$87E098,Code,RTS,,
$87E281,Code,RTL,,
$87E2F6,Code,RTL,,
$87E315,Code,RTL,,
$87E3B2,Code,RTL,,
$87E3B7,Code,RTL,,
$87E3F3,Code,RTL,,
$87E413,Code,RTL,,
$888000,?,?,,
$88F5B7,Code,RTS,,
$88F663,Code,RTL,,
$88F7D5,Code,RTL,,
$88F9B5,Code,RTS,,
$88FABE,Code,RTS,,
$88FAE0,Code,RTL,,
$88FBA9,Code,RTL,,
$88FCA7,Code,RTL,,
$88FD1F,Code,RTL,,
$88FDB2,Code,RTL,,
$88FEF5,Code,RTS,,
$88FF55,Code,RTS,,
$88FFBE,Code,RTS,,
$898000,?,?,,
$89FE00,Code,RTL,,
$8A8000,?,?,,
$8AAE00,Code,RTL,,
$8AAEAD,Code,RTS,,
$8AAECB,Code,RTL,,
$8AAF61,Code,RTL,,
$8AAF64,Code,RTL,,
$8AB06F,Code,RTL,,
$8AB0EA,Code,RTS,,
$8AB11E,Code,RTL,,
$8AB1AB,Code,RTL,,
$8AB224,Code,RTS,,
$8AB25A,Code,RTL,,
$8AB2FD,Code,RTL,,
$8AB3CC,Code,RTL,,
